,Ontology Term,Preferred Name,odds ratio,exact p-value,adj p-value,Reference Genes,User/Study Genes
1563,GO:0006048,UDP-N-acetylglucosamine Biosynthetic Process,1.3893816210889383,0.5231437185276915,0.7126209787710119,23,1
1564,GO:0031054,Pre-miRNA Processing,0.391682301438399,0.5229123322533578,0.7126209787710119,79,1
1565,GO:0032446,Protein Modification By Small Protein Conjugation,0.391682301438399,0.5229123322533578,0.7126209787710119,79,1
1566,GO:0006301,Postreplication Repair,0.39677260408967724,0.5226231233676825,0.7126209787710119,78,1
1567,GO:0045292,"MRNA Cis Splicing, Via Spliceosome",0.39677260408967724,0.5226231233676825,0.7126209787710119,78,1
1568,GO:0006471,Protein ADP-ribosylation,1.256266157549104,0.5205705391735389,0.7126209787710119,76,3
1569,GO:0046739,Transport Of Virus In Multicellular Host,1.2443501754917556,0.5184755006557622,0.7126209787710119,179,7
1570,GO:0090626,Plant Epidermis Morphogenesis,1.3893816210889383,0.5231437185276915,0.7126209787710119,23,1
1571,GO:0000245,Spliceosomal Complex Assembly,0.3818834688346883,0.524000506861569,0.7128805369890385,81,1
1572,GO:0009697,Salicylic Acid Biosynthetic Process,0.3818834688346883,0.524000506861569,0.7128805369890385,81,1
1573,GO:0071260,Cellular Response To Mechanical Stimulus,0.3771655123958647,0.5247903490076622,0.7130484742072363,82,1
1574,GO:0044458,Motile Cilium Assembly,0.3771655123958647,0.5247903490076622,0.7130484742072363,82,1
1575,GO:0006379,MRNA Cleavage,0.36807065661018057,0.5268386944728006,0.7153774150836252,84,1
1576,GO:0048826,Cotyledon Morphogenesis,0.36368563685636857,0.5280880696971367,0.7166191941356199,85,1
1577,GO:0010025,Wax Biosynthetic Process,0.7612039149311943,0.5301683700969526,0.718904002925966,329,8
1578,GO:0071805,Potassium Ion Transmembrane Transport,1.2023417389500908,0.530443654495374,0.718904002925966,185,7
1579,GO:0048024,"Regulation Of MRNA Splicing, Via Spliceosome",0.3552215289594756,0.5310144997047092,0.719222170486125,87,1
1580,GO:0071230,Cellular Response To Amino Acid Stimulus,0.3471421532397142,0.5344811175239879,0.7234595771671941,89,1
1581,GO:0019243,Methylglyoxal Catabolic Process To D-lactate Via S-lactoyl-glutathione,1.328961941793331,0.5382542656139598,0.7253552445931197,24,1
1582,GO:0016926,Protein Desumoylation,1.328961941793331,0.5382542656139598,0.7253552445931197,24,1
1583,GO:0062034,L-pipecolic Acid Biosynthetic Process,1.328961941793331,0.5382542656139598,0.7253552445931197,24,1
1584,GO:0010190,Cytochrome B6f Complex Assembly,1.328961941793331,0.5382542656139598,0.7253552445931197,24,1
1585,GO:0019748,Secondary Metabolic Process,0.6363574721996202,0.5367363392134288,0.7253552445931197,196,4
1586,GO:0006270,DNA Replication Initiation,0.3432386346335373,0.5364058348042059,0.7253552445931197,90,1
1587,GO:0006073,Cellular Glucan Metabolic Process,1.328961941793331,0.5382542656139598,0.7253552445931197,24,1
1588,GO:0080086,Stamen Filament Development,0.6265506665832133,0.5388444788513362,0.7256936341987789,199,4
1589,GO:0090709,Regulation Of Timing Of Plant Organ Formation,1.3587921526082634,0.5452785198724663,0.7338968758031936,94,4
1590,GO:0034613,Cellular Protein Localization,1.3438484488118336,0.5477686785608051,0.7367850233313156,95,4
1591,GO:0000122,Negative Regulation Of Transcription By RNA Polymerase II,1.145564482639199,0.5483888988508052,0.7371559318723137,360,13
1592,GO:0006424,Glutamyl-tRNA Aminoacylation,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1593,GO:0010865,Stipule Development,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1594,GO:0071344,Diphosphate Metabolic Process,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1595,GO:0006855,Drug Transmembrane Transport,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1596,GO:0032889,"Regulation Of Vacuole Fusion, Non-autophagic",1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1597,GO:0010469,Regulation Of Signaling Receptor Activity,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1598,GO:0048316,Seed Development,0.8849174756704731,0.5514790348714884,0.7385619802155176,1136,32
1599,GO:0042254,Ribosome Biogenesis,1.210915552592457,0.5511708423299855,0.7385619802155176,210,8
1600,GO:0030488,TRNA Methylation,1.3292296081414134,0.5503592200008962,0.7385619802155176,96,4
1601,GO:0010426,DNA Methylation On Cytosine Within A CHH Sequence,1.2735772357723578,0.5528861178996538,0.7385619802155176,25,1
1602,GO:0016075,RRNA Catabolic Process,1.3009250442901743,0.5558250649124625,0.742024727955502,98,4
1603,GO:0015786,UDP-glucose Transmembrane Transport,1.1759226383174253,0.5606025380111548,0.7479360544537851,216,8
1604,GO:0010183,Pollen Tube Guidance,1.1446584419116375,0.5613400878949575,0.7484534505266099,388,14
1605,GO:0006730,One-carbon Metabolic Process,1.247781781549072,0.5677844670982316,0.7504995426746236,102,4
1606,GO:0110096,Cellular Response To Aldehyde,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1607,GO:0010192,Mucilage Biosynthetic Process,0.6818027672273467,0.5677422540530559,0.7504995426746236,229,5
1608,GO:0042023,DNA Endoreduplication,0.7751286962685322,0.5671939836767268,0.7504995426746236,404,10
1609,GO:0016477,Cell Migration,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1610,GO:0030031,Cell Projection Assembly,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1611,GO:0006986,Response To Unfolded Protein,0.6974000104059046,0.5656185811956354,0.7504995426746236,224,5
1612,GO:0030866,Cortical Actin Cytoskeleton Organization,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1613,GO:0010037,Response To Carbon Dioxide,1.260656695718308,0.5646758579353734,0.7504995426746236,101,4
1614,GO:0016584,Nucleosome Positioning,0.694223844522271,0.5659338760221626,0.7504995426746236,225,5
1615,GO:0048283,Indeterminate Inflorescence Morphogenesis,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1616,GO:0006013,Mannose Metabolic Process,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1617,GO:0046520,Sphingoid Biosynthetic Process,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1618,GO:0071423,Malate Transmembrane Transport,1.2226233062330623,0.5670544358630248,0.7504995426746236,26,1
1619,GO:0008299,Isoprenoid Biosynthetic Process,0.8400225145472515,0.5694802087686461,0.7522763251635203,635,17
1620,GO:0019432,Triglyceride Biosynthetic Process,1.155445630038126,0.5710534668597553,0.7538892159653772,412,15
1621,GO:0009554,Megasporogenesis,0.8869577314567925,0.5729204348317659,0.7558876267200857,1275,36
1622,GO:2000031,Regulation Of Salicylic Acid Mediated Signaling Pathway,1.1964645868266301,0.5758642410654355,0.7593034355391448,239,9
1623,GO:0033353,S-adenosylmethionine Cycle,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1624,GO:0030242,Autophagy Of Peroxisome,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1625,GO:0009062,Fatty Acid Catabolic Process,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1626,GO:0034434,Sterol Esterification,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1627,GO:0036258,Multivesicular Body Assembly,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1628,GO:0080051,Cutin Transport,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1629,GO:0007164,Establishment Of Tissue Polarity,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1630,GO:0016180,SnRNA Processing,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1631,GO:0016127,Sterol Catabolic Process,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1632,GO:0016139,Glycoside Catabolic Process,1.1755889097352512,0.5807739004551156,0.7610876588940277,27,1
1633,GO:1900458,Negative Regulation Of Brassinosteroid Mediated Signaling Pathway,1.161053775122216,0.5843161322417366,0.7648355036621175,246,9
1634,GO:0051156,Glucose 6-phosphate Metabolic Process,1.1871571857036398,0.5843486207885804,0.7648355036621175,107,4
1635,GO:0016973,Poly(A)+ MRNA Export From Nucleus,0.5710586917914589,0.5890660696521872,0.7696896664771725,109,2
1636,GO:0045787,Positive Regulation Of Cell Cycle,0.5657660913827897,0.5891362961166395,0.7696896664771725,110,2
1637,GO:0006378,MRNA Polyadenylation,0.5657660913827897,0.5891362961166395,0.7696896664771725,110,2
1638,GO:0019761,Glucosinolate Biosynthetic Process,0.7390291942049284,0.5905652746014498,0.770382512722264,254,6
1639,GO:0010075,Regulation Of Meristem Growth,0.7360546664269016,0.590746590363194,0.770382512722264,255,6
1640,GO:0034051,Negative Regulation Of Plant-type Hypersensitive Response,0.7360546664269016,0.590746590363194,0.770382512722264,255,6
1641,GO:0006556,S-adenosylmethionine Biosynthetic Process,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1642,GO:0015908,Fatty Acid Transport,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1643,GO:0046740,"Transport Of Virus In Host, Cell To Cell",1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1644,GO:0010222,Stem Vascular Tissue Pattern Formation,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1645,GO:0006796,Phosphate-containing Compound Metabolic Process,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1646,GO:0000271,Polysaccharide Biosynthetic Process,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1647,GO:0007275,Multicellular Organism Development,0.9146559729405844,0.592665597354705,0.7704761679198323,1856,54
1648,GO:0052386,Cell Wall Thickening,1.1320385426076482,0.5940587276017399,0.7704761679198323,28,1
1649,GO:0006811,Ion Transport,0.535960394344495,0.5918277696267489,0.7704761679198323,116,2
1650,GO:0016573,Histone Acetylation,1.1276797617543457,0.599487818494673,0.7756372016799277,478,17
1651,GO:0009627,Systemic Acquired Resistance,1.1059843233838114,0.5989447908894379,0.7756372016799277,745,26
1652,GO:0045010,Actin Nucleation,1.2954881962901312,0.5994211662731966,0.7756372016799277,123,5
1653,GO:0010387,COP9 Signalosome Assembly,1.2954881962901312,0.5994211662731966,0.7756372016799277,123,5
1654,GO:0090480,Purine Nucleotide-sugar Transmembrane Transport,1.2633350223988018,0.6039634174622883,0.7809557180479135,126,5
1655,GO:0080171,Lytic Vacuole Organization,1.09159891598916,0.6069226834528038,0.7820063134485362,29,1
1656,GO:0006122,"Mitochondrial Electron Transport, Ubiquinol To Cytochrome C",1.09159891598916,0.6069226834528038,0.7820063134485362,29,1
1657,GO:1902182,Shoot Apical Meristem Development,1.09159891598916,0.6069226834528038,0.7820063134485362,29,1
1658,GO:0018279,Protein N-linked Glycosylation Via Asparagine,1.09159891598916,0.6069226834528038,0.7820063134485362,29,1
1659,GO:0043157,Response To Cation Stress,1.09159891598916,0.6069226834528038,0.7820063134485362,29,1
1660,GO:0009934,Regulation Of Meristem Structural Organization,1.1408321067847398,0.6069684517000088,0.7820063134485362,278,10
1661,GO:0000209,Protein Polyubiquitination,1.1303138335072909,0.6089544212499802,0.7840929371088795,505,18
1662,GO:0006887,Exocytosis,1.132361375230161,0.6093552755668631,0.7841372758346886,280,10
1663,GO:0010043,Response To Zinc Ion,1.1281728954208858,0.6105997971055899,0.78526656598916,281,10
1664,GO:0000266,Mitochondrial Fission,1.2228648941942486,0.6110734497156294,0.785403713148016,130,5
1665,GO:0090698,Post-embryonic Plant Morphogenesis,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1666,GO:0009558,Embryo Sac Cellularization,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1667,GO:0015708,Silicic Acid Import Across Plasma Membrane,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1668,GO:0033356,UDP-L-arabinose Metabolic Process,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1669,GO:0006655,Phosphatidylglycerol Biosynthetic Process,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1670,GO:2000769,Regulation Of Establishment Or Maintenance Of Cell Polarity Regulating Cell Shape,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1671,GO:0006555,Methionine Metabolic Process,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1672,GO:0006646,Phosphatidylethanolamine Biosynthetic Process,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1673,GO:0046488,Phosphatidylinositol Metabolic Process,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1674,GO:0034389,Lipid Droplet Organization,1.0539482291374638,0.6193790973209816,0.7913261303085974,30,1
1675,GO:0006414,Translational Elongation,1.1757794565716433,0.6214530077731393,0.7935020504979224,135,5
1676,GO:0000422,Autophagy,1.1667936860329782,0.6237059283928879,0.7959038084441145,136,5
1677,GO:2000071,Regulation Of Defense Response By Callose Deposition,1.1579440635327776,0.6260128515578911,0.7983715746924236,137,5
1678,GO:0015866,ADP Transport,1.1492275180626552,0.6283716764447898,0.8009025536580406,138,5
1679,GO:0051445,Regulation Of Meiotic Cell Cycle,0.7832243781198438,0.6306607197284455,0.8028637360017092,320,8
1680,GO:0007015,Actin Filament Organization,0.7882914524449739,0.6303158504742512,0.8028637360017092,318,8
1681,GO:0016458,Gene Silencing,0.7659899717161882,0.6329398638452866,0.8051851649460354,327,8
1682,GO:0048572,Short-day Photoperiodism,1.132181829143305,0.6332367442075596,0.8051851649460354,140,5
1683,GO:0009306,Protein Secretion,0.6593794378813652,0.6336730932590728,0.8052615318137861,142,3
1684,GO:0010256,Endomembrane System Organization,0.6364560737527115,0.6351516373284818,0.8057051001084475,147,3
1685,GO:0007163,Establishment Or Maintenance Of Cell Polarity,0.6364560737527115,0.6351516373284818,0.8057051001084475,147,3
1686,GO:0000027,Ribosomal Large Subunit Assembly,0.6409125039819183,0.6347058256450153,0.8057051001084475,146,3
1687,GO:0048833,Specification Of Floral Organ Number,1.0901166390133974,0.6356380854223901,0.8058444921824139,581,20
1688,GO:2000652,Regulation Of Secondary Cell Wall Biogenesis,1.1289388838940349,0.6389247142576647,0.8095316095390187,337,12
1689,GO:0045492,Xylan Biosynthetic Process,0.6069137779948571,0.6402318431922838,0.810228352709336,154,3
1690,GO:0030036,Actin Cytoskeleton Organization,0.6069137779948571,0.6402318431922838,0.810228352709336,154,3
1691,GO:1902065,Response To L-glutamate,1.2311438536421007,0.6412217034381034,0.8110014452467738,155,6
1692,GO:0006807,Nitrogen Compound Metabolic Process,1.2229253731343284,0.6422735519879615,0.811851979476809,156,6
1693,GO:0090691,Formation Of Plant Organ Boundary,1.2148157466730165,0.6433860209495504,0.8122985751221463,157,6
1694,GO:0080006,Internode Patterning,1.2148157466730165,0.6433860209495504,0.8122985751221463,157,6
1695,GO:2000070,Regulation Of Response To Water Deprivation,1.1911187862341186,0.6470733874966816,0.8155106297072431,160,6
1696,GO:0006629,Lipid Metabolic Process,0.9000778769199822,0.6470234438465867,0.8155106297072431,978,28
1697,GO:0010073,Meristem Maintenance,0.7968282833053869,0.6470455232667146,0.8155106297072431,354,9
1698,GO:0048444,Floral Organ Morphogenesis,1.1834236442421324,0.64841455750247,0.8167199252826873,161,6
1699,GO:0009745,Sucrose Mediated Signaling,1.4556790458118731,0.6507857618964192,0.8177812862350776,44,2
1700,GO:0034314,Arp2/3 Complex-mediated Actin Nucleation,1.4556790458118731,0.6507857618964192,0.8177812862350776,44,2
1701,GO:1901141,Regulation Of Lignin Biosynthetic Process,1.4556790458118731,0.6507857618964192,0.8177812862350776,44,2
1702,GO:0009095,"Aromatic Amino Acid Family Biosynthetic Process, Prephenate Pathway",1.4556790458118731,0.6507857618964192,0.8177812862350776,44,2
1703,GO:0010321,Regulation Of Vegetative Phase Change,1.122842185786306,0.6527484572603711,0.8197662550100905,367,13
1704,GO:0048838,Release Of Seed From Dormancy,1.4218134365524153,0.6541653912606007,0.82042293617751,45,2
1705,GO:0071731,Response To Nitric Oxide,1.4218134365524153,0.6541653912606007,0.82042293617751,45,2
1706,GO:0009926,Auxin Polar Transport,0.857579002316096,0.6544214729229016,0.82042293617751,659,18
1707,GO:0051592,Response To Calcium Ion,1.3894871731683875,0.6576815391245229,0.8230634466236719,46,2
1708,GO:0010377,Guard Cell Fate Commitment,1.3894871731683875,0.6576815391245229,0.8230634466236719,46,2
1709,GO:0006825,Copper Ion Transport,1.3894871731683875,0.6576815391245229,0.8230634466236719,46,2
1710,GO:0046033,AMP Metabolic Process,1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1711,GO:0006275,Regulation Of DNA Replication,1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1712,GO:1902075,Cellular Response To Salt,1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1713,GO:0006123,"Mitochondrial Electron Transport, Cytochrome C To Oxygen",1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1714,GO:0072387,Flavin Adenine Dinucleotide Metabolic Process,1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1715,GO:0060178,Regulation Of Exocyst Localization,1.3585976326014277,0.6613221643743417,0.824725776084552,47,2
1716,GO:0010112,Regulation Of Systemic Acquired Resistance,1.1183903100903465,0.6627365435722669,0.8260082721285096,170,6
1717,GO:0010345,Suberin Biosynthetic Process,1.1116023189835944,0.6645528601863535,0.8265170282674658,171,6
1718,GO:0010109,Regulation Of Photosynthesis,1.329051115537379,0.6650758517180262,0.8265170282674658,48,2
1719,GO:0050801,Ion Homeostasis,1.329051115537379,0.6650758517180262,0.8265170282674658,48,2
1720,GO:0097359,UDP-glucosylation,1.329051115537379,0.6650758517180262,0.8265170282674658,48,2
1721,GO:1900000,Regulation Of Anthocyanin Catabolic Process,1.329051115537379,0.6650758517180262,0.8265170282674658,48,2
1722,GO:0010951,Negative Regulation Of Endopeptidase Activity,0.7274206672091131,0.6661509909276271,0.8273726759054683,172,4
1723,GO:0030865,Cortical Cytoskeleton Organization,0.702299785827184,0.667067358852993,0.8280302482281932,178,4
1724,GO:0045604,Regulation Of Epidermal Cell Differentiation,1.3007618970718007,0.6689317836017532,0.8298631982073924,49,2
1725,GO:0090436,Leaf Pavement Cell Development,1.273651396042288,0.6728797152488353,0.8333116843938121,50,2
1726,GO:0007064,Mitotic Sister Chromatid Cohesion,1.273651396042288,0.6728797152488353,0.8333116843938121,50,2
1727,GO:0051276,Chromosome Organization,1.273651396042288,0.6728797152488353,0.8333116843938121,50,2
1728,GO:0022900,Electron Transport Chain,1.2476474460752043,0.6769099468159483,0.8358841812960931,51,2
1729,GO:0018345,Protein Palmitoylation,1.2476474460752043,0.6769099468159483,0.8358841812960931,51,2
1730,GO:0031534,Minus-end Directed Microtubule Sliding,1.2476474460752043,0.6769099468159483,0.8358841812960931,51,2
1731,GO:1900457,Regulation Of Brassinosteroid Mediated Signaling Pathway,1.1630729830524478,0.6757404989043732,0.8358841812960931,191,7
1732,GO:0019854,L-ascorbic Acid Catabolic Process,1.2476474460752043,0.6769099468159483,0.8358841812960931,51,2
1733,GO:0072659,Protein Localization To Plasma Membrane,1.1382863215284034,0.6800260155145599,0.8390146603436175,195,7
1734,GO:0009755,Hormone-mediated Signaling Pathway,1.038159640281586,0.6810069649310779,0.8390146603436175,3169,104
1735,GO:0051127,Positive Regulation Of Actin Nucleation,1.222683654106804,0.6810133014097492,0.8390146603436175,52,2
1736,GO:0070828,Heterochromatin Organization,1.222683654106804,0.6810133014097492,0.8390146603436175,52,2
1737,GO:0070417,Cellular Response To Cold,1.0816078797708748,0.6829999503163164,0.8409780746127256,439,15
1738,GO:0030433,Ubiquitin-dependent ERAD Pathway,0.842635273828158,0.6841630080919017,0.8419257258865266,447,12
1739,GO:0009097,Isoleucine Biosynthetic Process,1.1986988343724587,0.6851811007426936,0.8422099687474809,53,2
1740,GO:0010264,Myo-inositol Hexakisphosphate Biosynthetic Process,1.1986988343724587,0.6851811007426936,0.8422099687474809,53,2
1741,GO:0036377,Arbuscular Mycorrhizal Association,0.9193467216951406,0.6865666627312293,0.8434286212656893,1266,37
1742,GO:0080142,Regulation Of Salicylic Acid Biosynthetic Process,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1743,GO:0043966,Histone H3 Acetylation,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1744,GO:0031204,"Posttranslational Protein Targeting To Membrane, Translocation",1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1745,GO:0006644,Phospholipid Metabolic Process,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1746,GO:0009645,Response To Low Light Intensity Stimulus,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1747,GO:0018342,Protein Prenylation,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1748,GO:0009991,Response To Extracellular Stimulus,1.175636507704819,0.6894051427914627,0.8435260180524472,54,2
1749,GO:0009628,Response To Abiotic Stimulus,1.1534444575152032,0.69367767995034,0.8466138811636121,55,2
1750,GO:0048446,Petal Morphogenesis,1.1534444575152032,0.69367767995034,0.8466138811636121,55,2
1751,GO:0042814,Monopolar Cell Growth,1.1534444575152032,0.69367767995034,0.8466138811636121,55,2
1752,GO:0006535,Cysteine Biosynthetic Process From Serine,1.1534444575152032,0.69367767995034,0.8466138811636121,55,2
1753,GO:0009664,Plant-type Cell Wall Organization,0.8595333432201295,0.6939068913836335,0.8466138811636121,475,13
1754,GO:0006631,Fatty Acid Metabolic Process,0.7238931476343177,0.6945097899405017,0.8468666384459679,216,5
1755,GO:0010228,Vegetative To Reproductive Phase Transition Of Meristem,1.0578796512071604,0.6952286093203194,0.8472603781010726,1346,45
1756,GO:0034498,Early Endosome To Golgi Transport,1.1320743351103884,0.6979913999956249,0.8491765753215675,56,2
1757,GO:0010236,Plastoquinone Biosynthetic Process,1.1320743351103884,0.6979913999956249,0.8491765753215675,56,2
1758,GO:0010366,Negative Regulation Of Ethylene Biosynthetic Process,1.1320743351103884,0.6979913999956249,0.8491765753215675,56,2
1759,GO:0051647,Nucleus Localization,1.1114813080657482,0.7023394040286439,0.8534959253953992,57,2
1760,GO:0045471,Response To Ethanol,1.1114813080657482,0.7023394040286439,0.8534959253953992,57,2
1761,GO:0000460,Maturation Of 5.8S RRNA,1.0916237462727025,0.7067151895354149,0.8573528943343468,58,2
1762,GO:0030048,Actin Filament-based Movement,1.0916237462727025,0.7067151895354149,0.8573528943343468,58,2
1763,GO:2000601,Positive Regulation Of Arp2/3 Complex-mediated Actin Nucleation,1.0916237462727025,0.7067151895354149,0.8573528943343468,58,2
1764,GO:0045227,Capsule Polysaccharide Biosynthetic Process,1.072462941033799,0.7111126313438435,0.860249310952982,59,2
1765,GO:1902347,Response To Strigolactone,1.072462941033799,0.7111126313438435,0.860249310952982,59,2
1766,GO:0008654,Phospholipid Biosynthetic Process,1.072462941033799,0.7111126313438435,0.860249310952982,59,2
1767,GO:0033358,UDP-L-arabinose Biosynthetic Process,1.072462941033799,0.7111126313438435,0.860249310952982,59,2
1768,GO:0070681,Glutaminyl-tRNAGln Biosynthesis Via Transamidation,1.072462941033799,0.7111126313438435,0.860249310952982,59,2
1769,GO:0009270,Response To Humidity,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1770,GO:0030100,Regulation Of Endocytosis,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1771,GO:0034224,Cellular Response To Zinc Ion Starvation,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1772,GO:0071486,Cellular Response To High Light Intensity,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1773,GO:0019290,Siderophore Biosynthetic Process,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1774,GO:0030050,Vesicle Transport Along Actin Filament,1.0539628532169263,0.7155259643631188,0.8626622894293375,60,2
1775,GO:0010097,Specification Of Stamen Identity,0.4303255849459903,0.7304983379188884,0.8661372890615963,72,1
1776,GO:0051650,Establishment Of Vesicle Localization,0.4303255849459903,0.7304983379188884,0.8661372890615963,72,1
1777,GO:0048575,"Short-day Photoperiodism, Flowering",0.7804175879914723,0.731001441686532,0.8661372890615963,281,7
1778,GO:0009653,Anatomical Structure Morphogenesis,0.42434507678410116,0.7316861650458626,0.8661372890615963,73,1
1779,GO:0045927,Positive Regulation Of Growth,0.42434507678410116,0.7316861650458626,0.8661372890615963,73,1
1780,GO:0010971,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle,0.42434507678410116,0.7316861650458626,0.8661372890615963,73,1
1781,GO:0051693,Actin Filament Capping,0.4185284181608939,0.7329704801390549,0.8661372890615963,74,1
1782,GO:0071577,Zinc Ion Transmembrane Transport,0.4185284181608939,0.7329704801390549,0.8661372890615963,74,1
1783,GO:0071311,Cellular Response To Acetate,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1784,GO:0010483,Pollen Tube Reception,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1785,GO:0006665,Sphingolipid Metabolic Process,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1786,GO:0000244,Spliceosomal Tri-snRNP Complex Assembly,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1787,GO:0051707,Response To Other Organism,1.0957459549619815,0.7351954405037682,0.8661372890615963,289,10
1788,GO:0017004,Cytochrome Complex Assembly,0.40736043360433605,0.7358119586513935,0.8661372890615963,76,1
1789,GO:0009652,Thigmotropism,0.40736043360433605,0.7358119586513935,0.8661372890615963,76,1
1790,GO:0002183,Cytoplasmic Translational Initiation,0.40736043360433605,0.7358119586513935,0.8661372890615963,76,1
1791,GO:0015714,Phosphoenolpyruvate Transport,0.40736043360433605,0.7358119586513935,0.8661372890615963,76,1
1792,GO:0030834,Regulation Of Actin Filament Depolymerization,0.4303255849459903,0.7304983379188884,0.8661372890615963,72,1
1793,GO:0006883,Cellular Sodium Ion Homeostasis,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1794,GO:0048438,Floral Whorl Development,0.44280664545775894,0.728429149294255,0.8661372890615963,70,1
1795,GO:0030003,Cellular Cation Homeostasis,0.4128689665275031,0.7343471120979557,0.8661372890615963,75,1
1796,GO:0010074,Maintenance Of Meristem Identity,0.44280664545775894,0.728429149294255,0.8661372890615963,70,1
1797,GO:0048448,Stamen Morphogenesis,1.0360898870209647,0.7199497666647396,0.8661372890615963,61,2
1798,GO:0043473,Pigmentation,1.0188126863648685,0.7243789448762206,0.8661372890615963,62,2
1799,GO:0000413,Protein Peptidyl-prolyl Isomerization,1.0831818551198211,0.7245139496405474,0.8661372890615963,263,9
1800,GO:0006820,Anion Transport,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1801,GO:0031648,Protein Destabilization,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1802,GO:0035067,Negative Regulation Of Histone Acetylation,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1803,GO:0033962,P-body Assembly,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1804,GO:2000029,Regulation Of Proanthocyanidin Biosynthetic Process,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1805,GO:0006626,Protein Targeting To Mitochondrion,0.492831541218638,0.7248665561147463,0.8661372890615963,63,1
1806,GO:0062210,Shoot Regeneration,1.0188126863648685,0.7243789448762206,0.8661372890615963,62,2
1807,GO:0008033,TRNA Processing,0.4700729622680842,0.7256388035688462,0.8661372890615963,66,1
1808,GO:1902975,Mitotic DNA Replication Initiation,0.4774220867208672,0.7252480615852546,0.8661372890615963,65,1
1809,GO:0016070,RNA Metabolic Process,0.44280664545775894,0.728429149294255,0.8661372890615963,70,1
1810,GO:0030001,Metal Ion Transport,0.44280664545775894,0.728429149294255,0.8661372890615963,70,1
1811,GO:0007018,Microtubule-based Movement,0.822542387037501,0.7281094928047569,0.8661372890615963,267,7
